iter	Logloss
527	0.002578877174
528	0.00257884209
529	0.002578849053
530	0.002578811962
531	0.002578811962
532	0.002578811962
533	0.002578811962
534	0.002578811962
535	0.002578789695
536	0.002578789695
537	0.002578754091
538	0.002578730678
539	0.002578719087
540	0.002578708556
541	0.002578715017
542	0.002578715017
543	0.002578713556
544	0.00257870741
545	0.002578712217
546	0.002578693838
547	0.00257869784
548	0.002578691596
549	0.002578687578
550	0.002578679432
551	0.002578663448
552	0.002578685347
553	0.002578685347
554	0.002578685347
555	0.002578681086
556	0.002578652458
557	0.002578652458
558	0.002578652458
559	0.002578652458
560	0.002578652458
561	0.002578652458
562	0.002578651067
563	0.002578656785
564	0.00257864306
565	0.00257864306
566	0.002578619011
567	0.002578614317
568	0.002578614317
569	0.002578631149
570	0.002578586966
571	0.00257857229
572	0.00257855218
573	0.002578557111
574	0.002578540427
575	0.002578583796
576	0.002578538848
577	0.002578511848
578	0.002578501409
579	0.002578492627
580	0.002578490668
581	0.002578478452
582	0.002578477094
583	0.002578455342
584	0.002578428849
585	0.002578432156
586	0.00257840922
587	0.002578394435
588	0.002578400615
589	0.002578376518
590	0.00257836531
591	0.002578370099
592	0.002578374687
593	0.002578350576
594	0.00257832168
595	0.002578300812
596	0.002578276414
597	0.002578270783
598	0.002578260114
599	0.00257824281
600	0.002578222339
601	0.002578231013
602	0.002578219053
603	0.002578216172
604	0.002578210924
605	0.002578245761
606	0.002578183453
607	0.002578182872
608	0.002578185818
609	0.002578147866
610	0.002578150182
611	0.002578133998
612	0.002578116655
613	0.002578159792
614	0.002578136797
615	0.002578108775
616	0.002578087961
617	0.002578063457
618	0.002578091359
619	0.002578045722
620	0.002578039068
621	0.002578027631
622	0.002578055101
623	0.002578003066
624	0.002577973883
625	0.002577979716
626	0.002577996093
627	0.002577996093
628	0.002577923721
629	0.002577909585
630	0.002577909585
631	0.002577909585
632	0.002577909585
633	0.002577909585
634	0.002577909585
635	0.002577909585
636	0.002577909585
637	0.002577906881
638	0.002577901392
639	0.002577901392
640	0.002577901392
641	0.00257787601
642	0.00257787601
643	0.002577878976
644	0.002577832857
645	0.002577833036
646	0.00257785597
647	0.00257785597
648	0.002562571622
649	0.002539716013
650	0.002509312397
651	0.002497753472
652	0.002497753472
653	0.002475549429
654	0.002475551905
655	0.002475551905
656	0.002475551905
657	0.002475503347
658	0.002475508774
659	0.002475508774
660	0.002475508774
661	0.002475508774
662	0.002475508774
663	0.002475508774
664	0.002475508774
665	0.002475508774
666	0.002475508774
667	0.002475508774
668	0.002475508774
669	0.002475496468
670	0.002475485516
671	0.002475485516
672	0.002475485516
673	0.00247547921
674	0.002475473881
675	0.002475473881
676	0.002475473881
677	0.002475473881
678	0.002475473881
679	0.002475473881
680	0.002475473881
681	0.002475473881
682	0.002475473881
683	0.002475473881
684	0.002475473881
685	0.002475473881
686	0.002475473881
687	0.002475473881
688	0.002475473881
689	0.002475473881
690	0.002475473881
691	0.002475455467
692	0.002475455467
693	0.002475455467
694	0.002475455467
695	0.002475455467
696	0.002475455467
697	0.002475455467
698	0.002475455467
699	0.002475455467
700	0.002475455467
701	0.002475455467
702	0.002475455467
703	0.002475455467
704	0.002475455467
705	0.002475455467
706	0.002475455467
707	0.002475455467
708	0.002475458264
709	0.00247544953
710	0.00247541659
711	0.002475402115
712	0.002475415248
713	0.00247539681
714	0.002475392697
715	0.002475393208
716	0.002475393208
717	0.002475393208
718	0.002475366435
719	0.002475367329
720	0.002475367329
721	0.002475367329
722	0.002475367329
723	0.002475360266
724	0.002475374065
725	0.002475374065
726	0.00247536653
727	0.002475344863
728	0.002475344863
729	0.002475344863
730	0.002475344863
731	0.002475339328
732	0.002475325716
733	0.002475325716
734	0.002475325716
735	0.002475306578
736	0.002475302725
737	0.002475320764
738	0.002475329823
739	0.002475329823
740	0.00247529174
741	0.002475268637
742	0.002475267085
743	0.002475267085
744	0.002475267085
745	0.002475255496
746	0.002475255496
747	0.002475243667
748	0.002475243667
749	0.002475243667
750	0.002475240524
751	0.002475239693
752	0.002475239693
753	0.002475239693
754	0.002475258741
755	0.002475258741
756	0.002475258741
757	0.002475258741
758	0.002475258741
759	0.002475258741
760	0.002475258741
761	0.002475258741
762	0.002475258741
763	0.002475210926
764	0.002475210926
765	0.002475210926
766	0.002475210926
767	0.002475182883
768	0.002475182883
769	0.002475182883
770	0.002475182883
771	0.002475182883
772	0.002475182883
773	0.002475182883
774	0.002475182883
775	0.002475182883
776	0.002475182883
777	0.002475182883
778	0.002475182883
779	0.002475182883
780	0.002475182883
781	0.002475178064
782	0.002475188192
783	0.002475178474
784	0.002475178474
785	0.002475178474
786	0.002475178474
787	0.002475178474
788	0.00247515095
789	0.002475147249
790	0.002475147249
791	0.002475147249
792	0.002475147249
793	0.002475147249
794	0.002475147249
795	0.002475147249
796	0.002475143247
797	0.002475131364
798	0.002475131364
799	0.002475131364
800	0.002475131364
801	0.002475131364
802	0.002475131364
803	0.002475131364
804	0.002475131364
805	0.002475131364
806	0.002475125655
807	0.002475113251
808	0.002475136387
809	0.002475121714
810	0.002475116
811	0.002475100685
812	0.00247510509
813	0.00247508808
814	0.002475093821
815	0.002475102536
816	0.002475067283
817	0.002475064007
818	0.002475054696
819	0.002475072655
820	0.002475057127
821	0.002475056141
822	0.002475035028
823	0.002475033113
824	0.002475023536
825	0.002475017714
826	0.002475035375
827	0.002475003458
828	0.002474997784
829	0.002474984139
830	0.002474997979
831	0.002474985724
832	0.002475004826
833	0.002474975075
834	0.002474978038
835	0.002474969398
836	0.002474969398
837	0.002474951233
838	0.002474973404
839	0.002474936031
840	0.002474953532
841	0.002474953532
842	0.002474953532
843	0.002474943402
844	0.00247492057
845	0.00247492057
846	0.00247492057
847	0.002457754708
848	0.002457723161
849	0.00245770317
850	0.002457695681
851	0.002457695681
852	0.002457703947
853	0.002457685231
854	0.002457692059
855	0.002457681458
856	0.002457632695
857	0.002457598649
858	0.002457598649
859	0.002457594982
860	0.002457603961
861	0.002457566865
862	0.002457578547
863	0.002457550049
864	0.002457541522
865	0.002457520948
866	0.002457512121
867	0.002457481698
868	0.00245745504
869	0.002457450238
870	0.002457437519
871	0.002457443917
872	0.0024574281
873	0.0024574281
874	0.002457416696
875	0.002457371889
876	0.002457371889
877	0.002457363978
878	0.002457349261
879	0.002457330691
880	0.002457303212
881	0.002457287949
882	0.002457294069
883	0.002457284008
884	0.002457300981
885	0.002457297914
886	0.002457278968
887	0.002457272824
888	0.002457271929
889	0.002457258765
890	0.002457258313
891	0.002457272845
892	0.002457251521
893	0.002457230182
894	0.002457257911
895	0.002457251719
896	0.002457239723
897	0.00245721648
898	0.002457206017
899	0.002457219616
900	0.002457204457
901	0.00245720427
902	0.002457211827
903	0.002457168111
904	0.002457163317
905	0.002457131513
906	0.002457141821
907	0.002457109394
908	0.002457096809
909	0.00245709838
910	0.002457104608
911	0.002457087994
912	0.002457067695
913	0.002457049388
914	0.002457080751
915	0.00245703897
916	0.002457051825
917	0.002457051825
918	0.002457051825
919	0.002457051825
920	0.002457022923
921	0.002457004639
922	0.00245699257
923	0.00245699257
924	0.00245699257
925	0.002456978044
926	0.002456978044
927	0.002456978044
928	0.002456978044
929	0.002456978044
930	0.002456978044
931	0.002456978044
932	0.002456978044
933	0.002456978044
934	0.002456978044
935	0.002456978044
936	0.002456978044
937	0.002456978044
938	0.002456978044
939	0.002456978044
940	0.002456978044
941	0.002456978044
942	0.002456978044
943	0.002456978044
944	0.002456978044
945	0.002456978044
946	0.002456978044
947	0.002456978044
948	0.002456978044
949	0.002456978044
950	0.002456978044
951	0.002456966266
952	0.002456977574
953	0.002456977574
954	0.002456977574
955	0.002456968281
956	0.002456934461
957	0.002456934461
958	0.002456934461
959	0.002456934461
960	0.002456934461
961	0.002456934461
962	0.002456934461
963	0.002456934461
964	0.002456934461
965	0.002456934461
966	0.002456934461
967	0.002456934461
968	0.002456934461
969	0.002456934461
970	0.002456934461
971	0.002456934461
972	0.002456934461
973	0.002456934461
974	0.002456934461
975	0.002456934461
976	0.002456934461
977	0.002456934461
978	0.002456934461
979	0.002456934461
980	0.002456934461
981	0.002456934461
982	0.002456930197
983	0.002456923143
984	0.002456932392
985	0.002456898356
986	0.002456918543
987	0.002456887819
988	0.002456879337
989	0.002456884325
990	0.002456851236
991	0.002456813343
992	0.002456813343
993	0.002456813343
994	0.002456813343
995	0.002456800717
996	0.002456801879
997	0.002456773669
998	0.002456762467
999	0.002456785052
