iter	Logloss
0	0.4529242493
1	0.3073160538
2	0.2305391849
3	0.1850068171
4	0.152561726
5	0.1351176212
6	0.1207774631
7	0.1124153029
8	0.1080905001
9	0.1026342428
10	0.09594914193
11	0.09102056175
12	0.08726781887
13	0.08446294496
14	0.0817924579
15	0.07899610588
16	0.07596978652
17	0.07352203831
18	0.07114804287
19	0.06922112364
20	0.0670450393
21	0.06482527956
22	0.06292335931
23	0.06142944841
24	0.05959425119
25	0.05786852635
26	0.0565111255
27	0.05479436612
28	0.05345132191
29	0.05212211223
30	0.05076845602
31	0.04966406423
32	0.04855454139
33	0.04742379859
34	0.04655601639
35	0.04533203151
36	0.04435877844
37	0.04282522543
38	0.04209731238
39	0.04116211569
40	0.03980471628
41	0.03882783904
42	0.03830510816
43	0.0373293155
44	0.03675969353
45	0.03562923075
46	0.03508427525
47	0.03423988997
48	0.03344220426
49	0.03276102702
50	0.03195842177
51	0.03136105627
52	0.03063581189
53	0.03016731089
54	0.02956715344
55	0.02870023059
56	0.02814514256
57	0.02791524095
58	0.02706468924
59	0.02629077072
60	0.02549064837
61	0.0248707987
62	0.02440726474
63	0.023978795
64	0.02352788443
65	0.02310470761
66	0.02284370917
67	0.02250746507
68	0.02198832732
69	0.02161067346
70	0.02110178394
71	0.02066640487
72	0.02032914911
73	0.0199430892
74	0.01961559503
75	0.01924130801
76	0.01901485777
77	0.01877672449
78	0.01832359797
79	0.0178780207
80	0.01753774338
81	0.01726201516
82	0.01688724733
83	0.01662071164
84	0.0162690669
85	0.01611677837
86	0.01591790896
87	0.01566987755
88	0.01547974181
89	0.01536406092
90	0.0151251354
91	0.015009357
92	0.01491526138
93	0.01456004083
94	0.01438562534
95	0.01424245442
96	0.01413065058
97	0.01383779179
98	0.0136601581
99	0.01356641561
100	0.01342841291
101	0.01311514831
102	0.01298192011
103	0.01282638392
104	0.01258800533
105	0.01233741202
106	0.01221551972
107	0.01202891939
108	0.0119239124
109	0.01179396154
110	0.01158652996
111	0.01148129501
112	0.01131394447
113	0.01121948266
114	0.01103205942
115	0.01090051854
116	0.01084227997
117	0.01067773115
118	0.01059255416
119	0.01045627954
120	0.01037466044
121	0.01028774073
122	0.01010712152
123	0.01007253325
124	0.01002356391
125	0.009946571705
126	0.009731063592
127	0.009672583993
128	0.009575052462
129	0.009398603412
130	0.009224647475
131	0.009181255898
132	0.009033473881
133	0.008939865882
134	0.008872813445
135	0.008685011708
136	0.008596036841
137	0.008556815417
138	0.008438640397
139	0.008348511314
140	0.008263048894
141	0.008227729698
142	0.008115043118
143	0.008082757426
144	0.008028407632
145	0.008009402836
146	0.007937704091
147	0.007818213226
148	0.007733320642
149	0.007624688933
150	0.007561641324
151	0.007480314831
152	0.007465088967
153	0.007436141481
154	0.007402838903
155	0.007310524433
156	0.007199994953
157	0.007189923387
158	0.007132255974
159	0.007020557736
160	0.006917079851
161	0.006848631277
162	0.006807010633
163	0.006710913217
164	0.006617177205
165	0.006574948068
166	0.006526413179
167	0.006498005195
168	0.006472757488
169	0.006382802058
170	0.0063475695
171	0.006245617254
172	0.006211057773
173	0.006165134884
174	0.006120172521
175	0.006084768838
176	0.00606415472
177	0.005996462219
178	0.005967892781
179	0.00592706012
180	0.005866525089
181	0.005809328716
182	0.005809290248
183	0.005749842969
184	0.005749749112
185	0.005749535156
186	0.005749481627
187	0.005749481627
188	0.005719236854
189	0.005664521317
190	0.005583743417
191	0.005492628708
192	0.005428598485
193	0.005368385782
194	0.005307056377
195	0.005268349147
196	0.005232950357
197	0.005203839454
198	0.005160966412
199	0.005088160737
200	0.005088160737
201	0.005088156006
202	0.005066374613
203	0.005019050845
204	0.005006717932
205	0.004923913522
206	0.00487335687
207	0.004873338347
208	0.004845336622
209	0.004836165443
210	0.004836126802
211	0.004836097542
212	0.004835407483
213	0.004793538824
214	0.004719299901
215	0.004704026342
216	0.004641341627
217	0.004624789699
218	0.004574760656
219	0.004556197915
220	0.004526274174
221	0.004493602694
222	0.004493602694
223	0.004482580721
224	0.004465971193
225	0.004453627964
226	0.004394549219
227	0.00438005691
228	0.004319546606
229	0.004292657681
230	0.004224058237
231	0.004194973493
232	0.004172971258
233	0.004157929089
234	0.004141920057
235	0.004103629227
236	0.004077594947
237	0.004044829789
238	0.004008219925
239	0.00398602432
240	0.003930005814
241	0.003870328295
242	0.003834869997
243	0.003800848271
244	0.003782717092
245	0.00374489896
246	0.003722136218
247	0.003695456431
248	0.003688238138
249	0.003688223806
250	0.003637594889
251	0.003621627825
252	0.003593921459
253	0.003544402764
254	0.003509238697
255	0.003496958619
256	0.003465128494
257	0.003424030434
258	0.003424030434
259	0.003417140369
260	0.00339666798
261	0.003364094593
262	0.003323646586
263	0.003302030451
264	0.003276006275
265	0.003258627528
266	0.003231603557
267	0.003212653078
268	0.003200219643
269	0.003184086259
270	0.003149665798
271	0.003130709595
272	0.003113802361
273	0.00308596984
274	0.003060770669
275	0.003052823252
276	0.003035169412
277	0.003035152731
278	0.00303511244
279	0.003035110933
280	0.003035096236
281	0.003035035981
282	0.003035019561
283	0.003005155426
284	0.002975082099
285	0.002949530371
286	0.002920706951
287	0.002906660892
288	0.00288928874
289	0.00284509593
290	0.002826249366
291	0.002820251789
292	0.002796575599
293	0.002777025414
294	0.00276547298
295	0.002750855252
296	0.002750767899
297	0.002750773659
298	0.002750745998
299	0.002750719473
300	0.002746467467
301	0.002723285015
302	0.002723284257
303	0.002723284257
304	0.002723284257
305	0.002723304491
306	0.002723244767
307	0.002723244767
308	0.002706302136
309	0.002706221718
310	0.002706221718
311	0.002685316682
312	0.00266969684
313	0.002664795177
314	0.002664795177
315	0.002664795177
316	0.002664795177
317	0.002664791537
318	0.002664762868
319	0.00261443285
320	0.002614403833
321	0.002614406575
322	0.002614395515
323	0.002614432139
324	0.002614424743
325	0.002614424743
326	0.002614361882
327	0.002614361882
328	0.002614379748
329	0.002614375076
330	0.002614375076
331	0.002614369696
332	0.002614380036
333	0.002614380036
334	0.002614354818
335	0.002614354818
336	0.002614337939
337	0.002614343213
338	0.002614339347
339	0.002614359174
340	0.002614333199
341	0.002614311558
342	0.002614311558
343	0.002614323853
344	0.002614288979
345	0.00261430871
346	0.002614281736
347	0.00261430628
348	0.00261430628
349	0.00261426215
350	0.00261426215
351	0.00261426153
352	0.002614300249
353	0.002614281362
354	0.002614274909
355	0.002614268694
356	0.0026142302
357	0.002614225672
358	0.002614202758
359	0.002614202758
360	0.002614202758
361	0.00261421955
362	0.002614238738
363	0.002614251316
364	0.002614206583
365	0.002614189935
366	0.002614199936
367	0.002614166135
368	0.002614189715
369	0.002614193672
370	0.002614178982
371	0.002614148142
372	0.002614165249
373	0.002614129761
374	0.002614124474
375	0.002614113578
376	0.002614103706
377	0.002614104862
378	0.002614122258
379	0.002614106674
380	0.002614062184
381	0.002614093803
382	0.002614067474
383	0.002614072526
384	0.002614059633
385	0.002614065381
386	0.002614055312
387	0.002614043571
388	0.002614061722
389	0.002614061722
390	0.002614061722
391	0.002614040376
392	0.002614040376
393	0.002614040376
394	0.002614036615
395	0.00261401731
396	0.00261401731
397	0.002614039298
398	0.002614039298
399	0.002612424012
400	0.002612391814
401	0.00261240977
402	0.002612364646
403	0.002612349789
404	0.002612340035
405	0.002612384017
406	0.002612384017
407	0.002612384017
408	0.002612384017
409	0.002612332289
410	0.002612332289
411	0.002612332289
412	0.002612332289
413	0.002612332289
414	0.002612332289
415	0.002612332289
416	0.002612297566
417	0.002612282366
418	0.002612267821
419	0.002612267821
420	0.002589486967
421	0.002589486967
422	0.002589486215
423	0.002589479672
424	0.002589462594
425	0.002589487688
426	0.002589459421
427	0.002589459421
428	0.002589443221
429	0.002589443221
430	0.002589435998
431	0.002589435998
432	0.002589449372
433	0.002589398439
434	0.00258938255
435	0.002589366706
436	0.002589357769
437	0.002589348514
438	0.002589330167
439	0.002589327839
440	0.002589327839
441	0.002589327839
442	0.002589300456
443	0.002589300456
444	0.002589283543
445	0.002589283543
446	0.002589250738
447	0.002589247317
448	0.002589236162
449	0.002589230767
450	0.002589224205
451	0.002589229816
452	0.002589214819
453	0.002589196621
454	0.002589202453
455	0.002589182454
456	0.002589153476
457	0.002589153476
458	0.002589202962
459	0.002589202962
460	0.002589115989
461	0.00258911032
462	0.00258911032
463	0.002589107173
464	0.002589107173
465	0.002589107173
466	0.002589107173
467	0.002589115901
468	0.002589097937
469	0.002589080649
470	0.002589080649
471	0.002589080649
472	0.002589065729
473	0.002589050264
474	0.002589053069
475	0.002589053069
476	0.002589051083
477	0.002589040942
478	0.002589019895
479	0.002589019895
480	0.002589016785
481	0.002589016785
482	0.002589003297
483	0.002589009792
484	0.002589009792
485	0.002579274893
486	0.002579274893
487	0.002579267286
488	0.002579264936
489	0.002579264936
490	0.002579259317
491	0.002579210382
492	0.002579190952
493	0.002579190952
494	0.002579190952
495	0.002579190952
496	0.002579190952
497	0.00257917515
498	0.00257917515
499	0.002579157229
500	0.002579138409
501	0.00257916088
502	0.00257916088
503	0.00257916088
504	0.002579134415
505	0.002579119528
506	0.002579095677
507	0.002579024298
508	0.002579004091
509	0.002579009294
510	0.002578980438
511	0.002578980438
512	0.002578977446
513	0.002578945631
514	0.002578945631
515	0.002578970644
516	0.002578933271
517	0.002578922897
518	0.002578919495
519	0.002578910443
520	0.002578894713
521	0.002578894713
522	0.002578894713
523	0.002578894713
524	0.002578894713
525	0.002578877174
526	0.002578877174
